FM;KD_JENIS_TRANSAKSI;FG_PENGGANTI;NOMOR_FAKTUR;MASA_PAJAK;TAHUN_PAJAK;TANGGAL_FAKTUR;NPWP;NAMA;ALAMAT_LENGKAP;JUMLAH_DPP;JUMLAH_PPN;JUMLAH_PPNBM;IS_CREDITABLE;FIELD_TAMBAHAN_1;FIELD_TAMBAHAN_2;FIELD_TAMBAHAN_3;FIELD_TAMBAHAN_4;FIELD_TAMBAHAN_5
FM;03;0;0031808269366;04;2018;06/04/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;262086150;26208615;0;1;006;;;;
FM;03;0;0031808269381;04;2018;06/04/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;45000000;4500000;0;1;006;;;;
FM;03;0;0031808269377;04;2018;06/04/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;17500000;1750000;0;1;006;;;;
FM;01;0;0021899963391;04;2018;02/04/2018;014678148625000;KOP KARYAWAN PEGAWAI PELINDO III PROB;JL. TANJUNG TEMBAGA TIMUR NO 10 MAYANGAN PROBOLINGGO;866000;86600;0;0;006;;;;
FM;01;0;0011891025113;04;2018;03/04/2018;014410930605000;PT SURABAYA EXPRESS;JL TANJUNG PRIOK 11 W PERAK BARAT SURABAYA;2184000;218400;0;1;006;;;;
FM;07;0;0021842870705;04;2018;16/04/2018;032015174613000;PT PELINDO MARINE SERVICE;PRAPAT KURUNG UTARA 58 SURABAYA;22197666185;2219766619;0;0;006;;;;
FM;01;0;0011891025112;04;2018;03/04/2018;014410930605000;PT SURABAYA EXPRESS;JL TANJUNG PRIOK 11 W PERAK BARAT SURABAYA;2184000;218400;0;1;006;;;;
FM;01;0;0011891025092;04;2018;05/04/2018;014410930605000;PT SURABAYA EXPRESS;JL TANJUNG PRIOK 11 W PERAK BARAT SURABAYA;2184000;218400;0;1;006;;;;
FM;01;0;0011891025093;04;2018;05/04/2018;014410930605000;PT SURABAYA EXPRESS;JL TANJUNG PRIOK 11 W PERAK BARAT SURABAYA;6552000;655200;0;1;006;;;;
FM;01;0;0011891025075;04;2018;05/04/2018;014410930605000;PT SURABAYA EXPRESS;JL TANJUNG PRIOK 11 W PERAK BARAT SURABAYA;6688500;668850;0;1;006;;;;
FM;01;0;0011891025076;04;2018;05/04/2018;014410930605000;PT SURABAYA EXPRESS;JL TANJUNG PRIOK 11 W PERAK BARAT SURABAYA;3276000;327600;0;1;006;;;;
FM;01;0;0021873929632;04;2018;02/04/2018;019792704631000;PT GROGOL SARANA TRANSJAYA;JL TANJUNG PRIOK INDAH PERMAI 29/F-6 PERAK BARAT SURABAYA;5148000;514800;0;1;006;;;;
FM;01;0;0021873929633;04;2018;02/04/2018;019792704631000;PT GROGOL SARANA TRANSJAYA;JL TANJUNG PRIOK INDAH PERMAI 29/F-6 PERAK BARAT SURABAYA;5791500;579150;0;1;006;;;;
FM;01;0;0021835780575;04;2018;09/03/2018;761606664618000;CV PAGI-PAGI;GUNUNGSARI INDAH X NO 27 KEDURUS KOTA SURABAYA;6500000;650000;0;0;006;;;;
FM;01;0;0021835780570;04;2018;09/03/2018;761606664618000;CV PAGI-PAGI;GUNUNGSARI INDAH X NO 27 KEDURUS KOTA SURABAYA;5000000;500000;0;1;006;;;;
FM;01;0;0021835780572;04;2018;09/03/2018;761606664618000;CV PAGI-PAGI;GUNUNGSARI INDAH X NO 27 KEDURUS KOTA SURABAYA;4950000;495000;0;0;006;;;;
FM;01;0;0021835780566;04;2018;09/03/2018;761606664618000;CV PAGI-PAGI;GUNUNGSARI INDAH X NO 27 KEDURUS KOTA SURABAYA;6000000;600000;0;0;006;;;;
FM;01;0;0021866398577;04;2018;08/04/2018;022069157613000;CV LIMA JAYA;JL KALIMAS BARU 2/53 RT 006 RW 009 PERAK UTARA SURABAYA;2035800;203580;0;1;006;;;;
FM;03;0;0031802726415;04;2018;05/04/2018;024193716059000;PT TURKINDO JAYA;RUKAN TANJUNG MAS BLOK B1 LT. 1 NO 09 JL RAYA LENTENG AGUNG RT 002 RW 001 JAKART SELATAN;180000000;18000000;0;1;006;;;;
FM;03;0;0021872905483;04;2018;30/04/2018;663215069093000;PT TERMINAL TELUK LAMONG;JL RAYA TAMBAK OSOWILANGON KM 12 RT/RW 000/000 SURABAYA;3117695368;311769536;0;1;006;;;;
FM;03;0;0021872905481;04;2018;30/04/2018;663215069093000;PT TERMINAL TELUK LAMONG;JL RAYA TAMBAK OSOWILANGON KM 12 RT/RW 000/000 SURABAYA;2145630228;214563022;0;1;006;;;;
FM;03;0;0021860848648;04;2018;17/04/2018;015682917641000;PT SURYA METALINDO;JL GADING IV CANGKIR GRESIK;869234800;86923480;0;1;006;;;;
FM;03;0;0011891025071;04;2018;05/04/2018;014410930605000;PT SURABAYA EXPRESS;JL TANJUNG PRIOK 11 W PERAK BARAT SURABAYA;9964500;996450;0;1;006;;;;
FM;03;0;0031811447370;04;2018;09/04/2018;713720407613000;PT PELINDO ENERGI LOGISTIK;JL PRAPAT KURUNG UTARA NO 58 RT 002 RW 003  SURABAYA;185359750;18535975;0;1;006;;;;
FM;03;0;0021882136792;04;2018;03/04/2018;713720407613000;PT PELINDO ENERGI LOGISTIK;JL PRAPAT KURUNG UTARA NO 58 RT 002 RW 003  SURABAYA;342072380;34207238;0;1;006;;;;
FM;03;0;0021833294693;04;2018;09/04/2018;018621854062000;PT EMITRACO INVESTAMA MANDIRI;RUKO ENGGANO MEGAH 7L-M-N JALAN RAYA ENGGANO RT 000 RW 000 JAKARTA UTARA;244480536;24448053;0;1;006;;;;
FM;03;0;0031808269431;04;2018;30/04/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL PERAK  BARAT NO 379 RT 002 RW 003 PERAK UTARA SURABAYA;231255000;23125500;0;1;006;;;;
FM;03;0;0021827820078;04;2018;09/04/2018;011085016631000;KOP KOPERASI PEGAWAI PT PELABUHAN INDONESIA III SURABAYA;JL PERAK TIMUR NO 426 RT 02 RW 03 PERAK UTARA SURABAYA;13750000;1375000;0;0;006;;;;
FM;03;0;0021841125360;04;2018;10/04/2018;667381271614000;PT ADI TEHNIK;JL TAMBAK DALAM BARU BLOK I NO 2 RT 001 RW 005 ASEMROWO SURABAYA;19781000;1978100;0;1;006;;;;
FM;03;0;0031853466049;04;2018;30/04/2018;021578430522000;CV ARINDO JAYA;JL. KAUMAN NO. 29 RUKO NO. 5, TEGALRAJA, CILACAP;159846005;15984600;0;1;006;;;;
FM;01;0;0031829012453;04;2018;02/04/2018;023780547506000;CV JAYA KENCANA;DS NGANGUK NO 292 RT 4 RW 4 KUDUS;3700000;370000;0;1;006;;;;
FM;01;0;0011814899132;04;2018;13/03/2018;011329059092000;PT AKR CORPORINDO TBK;JL PANJANG NO 5 KEBUN JERUK DKI JAKARTA;2610000;261000;0;1;006;;;;
FM;01;0;0021853738974;04;2018;19/04/2018;011489663504000;KOP PRIMKOPPEL;JL. COASTER NO. 10 PERUM PELABUHAN III, TANJUNGMAS, KOTA SEMARANG;2046925;204693;0;1;006;;;;
FM;01;0;0011814889002;04;2018;08/02/2018;011329059092000;PT AKR CORPORINDO TBK;JL PANJANG NO 5 KEBUN JERUK DKI JAKARTA;8495000;849500;0;1;006;;;;
FM;01;1;0011889012624;04;2018;23/02/2018;018310698511000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN TANJUNG EMAS SEMARANG;JL BORNEO NO 3 TANJUNGMAS SEMARANG;8420618;842061;0;1;006;;;;
FM;01;0;0011889012644;04;2018;01/03/2018;018310698511000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN TANJUNG EMAS SEMARANG;JL BORNEO NO 3 TANJUNGMAS SEMARANG;8050983;805098;0;1;006;;;;
FM;01;0;0011889012614;04;2018;01/02/2018;018310698511000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN TANJUNG EMAS SEMARANG;JL BORNEO NO 3 TANJUNGMAS SEMARANG;303710;30371;0;1;006;;;;
FM;01;0;0031852526740;04;2018;24/04/2018;753199769517000;PT TIGA PUTRA ABADI;JL KAWI V NO 80 RT 008 RW 003 KOTA SEMARANG;1955000;195500;0;1;006;;;;
FM;01;0;0021841902121;04;2018;15/03/2018;012879706518000;CV SURYA CIPTA INTI PRATAMA;JL BLEDAK ANGGUR V NO 25 RT 6 RW 4 TLOGOSARI KULON KOTA SEMARANG;8150000;815000;0;1;006;;;;
FM;01;0;0021845700958;04;2018;12/03/2018;816651905518000;CV PETRA TEKNIK SEJAHTERA;JL TAMBAKAN RT 001 RW 007 KOTA SEMARANG;8000000;800000;0;1;006;;;;
FM;01;0;0011889012627;04;2018;19/02/2018;018310698511000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN TANJUNG EMAS SEMARANG;JL BORNEO NO 3 TANJUNGMAS SEMARANG;7558142;755814;0;1;006;;;;
FM;03;0;0021831704567;04;2018;05/04/2018;026563569504000;PT PBM MITRA MANDIRI JAYA UTAMA;JL SENJOYO II/37-C5 BUGANGAN SEMARANG;126275000;12627500;0;1;006;;;;
FM;03;1;0021844147409;04;2018;30/04/2018;027736248517000;PT HARTA VERA LLOYD;JL BUKIT RAYA NO 59 NGESREP SEMARANG;9709217;970921;0;1;006;;;;
FM;03;0;0021827703233;04;2018;30/04/2018;020366449511000;PT BERKAH EMAS SUMBER TERANG;JL COASTER NO 9 SEMARANG;11780000;1178000;0;1;006;;;;
FM;03;0;0031800498288;04;2018;06/04/2018;018310698511000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN TANJUNG EMAS SEMARANG;JL BORNEO NO 3 TANJUNGMAS SEMARANG;21875409;2187540;0;1;006;;;;
FM;03;0;0021845700964;04;2018;23/04/2018;816651905518000;CV PETRA TEKNIK SEJAHTERA;JL TAMBAKAN RT 01 RW 07 KOTA SEMARANG;16505004;1650500;0;1;006;;;;
FM;03;0;0011835995297;04;2018;30/04/2018;711857961504000;PT TANJUNG EMAS DAYA SEJAHTERA;JL COASTER (TERMINAL PETIKEMAS SEMARANG) NO 10A KOTA SEMARANG;17480000;1748000;0;1;006;;;;
FM;03;0;0021870261134;04;2018;04/04/2018;027736248517000;PT HARTA VERA LLOYD;JL BUKIT RAYA NO 59 NGESREP SEMARANG;18590908;1859090;0;1;006;;;;
FM;03;0;0021827703210;04;2018;18/04/2018;020366449511000;PT BERKAH EMAS SUMBER TERANG;JL COASTER NO 9 SEMARANG;25030000;2503000;0;1;006;;;;
FM;03;0;0021833953178;04;2018;12/04/2018;027740075517000;CV ZENITH ELEKTRIKA MEKANI;JL GONDANG TIMUR III NO 25 RT 002 RW 002 BULUSAN KOTA SEMARANG;31500000;3150000;0;1;006;;;;
FM;03;0;0021853738963;04;2018;19/04/2018;011489663504000;KOP PRIMKOPPEL;JL COASTER NO 10 SEMARANG;12780000;1278000;0;1;006;;;;
FM;07;0;0021842870690;04;2018;03/04/2018;032015174613000;PT PELINDO MARINE SERVICE;JL. PRAPAT KURUNG UTARA NO.58 RT 002 RW 003 SURABAYA;604101509;60410151;0;0;006;;;;
FM;03;0;0031852592501;04;2018;25/04/2018;030641252915000;PT CIPTA SARANA INDAH;JL. TGH SALEH HAMBALI, BENGKEL, LOMBOK BARAT;76825125;7682512;0;1;006;;;;
FM;03;0;0031811447374;04;2018;09/04/2018;713720407613000;PT PELINDO ENERGI LOGISTIK;JL. PRAPAT KURUNG UTARA NO.58 RT 002 RW 003 SURABAYA;22550000;2255000;0;1;006;;;;
FM;03;0;0021882136798;04;2018;03/04/2018;713720407613000;PT PELINDO ENERGI LOGISTIK;JL. PRAPAT KURUNG UTARA NO.58 RT 002 RW 003 SURABAYA;1500000;150000;0;1;006;;;;
FM;03;0;0021873435065;04;2018;20/04/2018;767713506906000;PT GENTA WINANGUN SWASTI KARYA;JL. TEGAL CUPEK GANG SUBALI NO. 30 KEROBOKAN, KAB. BADUNG;468749000;46874900;0;1;006;;;;
FM;01;0;0021830324172;04;2018;23/04/2018;015804594713000;KOP KPRI PELABUHAN PANGLIMA UTAR KUMAI;Jalan Bendahara No. 248 Kab. Kotawaringin Barat;1250000;125000;0;1;006;;;;
FM;03;1;0021853591601;04;2018;13/04/2018;713145126914000;CV LICO (LOMBOK INDEPENDENT COMMUNITY);JL. AHMAD YANI, SAYANG-SAYANG, KOTA MATARAM;15704230;1570423;0;1;006;;;;
FM;01;0;0021830324160;04;2018;05/04/2018;015804594713000;KOP KPRI PELABUHAN PANGLIMA UTAR KUMAI;Jalan Bendahara No. 248 Kab. Kotawaringin Barat;3305000;330500;0;1;006;;;;
FM;07;0;0021842870684;04;2018;03/04/2018;032015174613000;PT PELINDO MARINE SERVICE;PRAPAT KURUNG UTARA SURABAYA;3168166196;316816620;0;0;006;;;;
FM;03;1;0021853733439;04;2018;04/04/2018;022251482713000;PT CIPTA RAYA KALIMANTAN CO;JL MASJID AL BAIDHO KUMAI HILIR KOTAWARINGIN BARAT;1351987273;135198727;0;1;006;;;;
FM;03;0;0021828538767;04;2018;12/04/2018;012162889441000;PT KWARSA HEXAGON;JL RANCABOLANG NO 36 SEKEJATI BANDUNG;160440000;16044000;0;1;006;;;;
FM;03;0;0021866253072;04;2018;11/04/2018;026764597711000;CV GREEN ENVIRO CONSULTANT;JL PANENGA RAYA V BLOK B1 NO 10 RT 03 RW III KERENG BANGKIRAI PALANGKA RAYA;186000000;18600000;0;1;006;;;;
FM;03;0;0021866889778;04;2018;12/04/2018;018793158731000;CV ADIHANMAN TATA RANCANG;JL BANJAR PERMAI III NO 34 A NO 27 RW 003, PEMURUS DALAM , BANJARMASIN;325000000;32500000;0;1;006;;;;
FM;03;0;0021865499999;04;2018;06/04/2018;808481709606000;ITS PTN BH;KAMPUS SUKOLILO SURABAYA, KEPUTIH, KOTA SURABAYA;276690000;27669000;0;0;006;;;;
FM;03;0;0021835209131;04;2018;25/04/2018;031132855611000;CV MAXIDEA ARTA SUKSES;LEMAH PUTRO BLOK III NO 109 EMBONG KALIASIN SURABAYA;10850000;1085000;0;1;006;;;;
FM;03;0;0011875255122;04;2018;20/04/2018;010000131093000;PT TELEKOMUNIKASI INDONESIA;JL. KETINTANG 156 SURABAYA;355138170;35513817;0;1;006;;;;
FM;03;0;0021827456176;04;2018;18/04/2018;014815872604000;CV PUSPA GUNA ARTA KARYA;JL CANDI LONTAR WETAN 2/44. LONTAR, SURABAYA;34250000;3425000;0;1;006;;;;
FM;03;0;0021853674000;04;2018;04/04/2018;061377958614000;SEGER ARIFIN;JL PURWODADI UTARA NO 20, BUBUTAN, SURABAYA;39000000;3900000;0;0;006;;;;
FM;03;0;0021835780582;04;2018;06/04/2018;761606664618000;CV PAGI-PAGI;GUNUNGSARI INDAH X NO 27, KEDURUS, KOTA SURABAYA;23180000;2318000;0;0;006;;;;
FM;01;0;0021827176743;04;2018;11/04/2018;015686355641000;PT GRESIK JASATAMA;RE MARTADINATA 08 GRESIK;811325;81132;0;1;006;;;;
FM;01;0;0021837187250;04;2018;07/03/2018;015675051056000;PT CALMIC INDONESIA;JL RA KARTINI KAV 8 JAKARTA;1900000;190000;0;1;006;;;;
FM;01;0;0021855077749;04;2018;27/02/2018;015755176612000;PT PERUSAHAAN BONGKAR MUAT BAHTERA SETIA;JL YOS SUDARSO II GRESIK;4595000;459500;0;1;006;;;;
FM;01;0;0021853940738;04;2018;19/02/2018;719477416612000;PT TALLY GEMA NUSANTARA;JL YOS SUDARSO III / 17 GRESIK;3919300;391930;0;1;006;;;;
FM;03;0;0011898496682;04;2018;23/04/2018;023774144609000;PT INDOKA PUTRA MANDIRI;JL BENDUL MERISI UTARA SURABAYA;42000000;4200000;0;1;006;;;;
FM;03;0;0031848342802;04;2018;26/04/2018;015686355641000;PT GRESIK JASATAMA;JL RE MARTADINATA 08 GRESIK;185420411;18542041;0;1;006;;;;
FM;03;1;0021855690329;04;2018;19/04/2018;700955768643000;PT SIGMA REKATAMA CONSULINDO;JL RAJAWALI NO 34 SIDOARJO;27600000;2760000;0;1;006;;;;
FM;03;0;0021841745344;04;2018;16/04/2018;723366464612000;CV BERKAT BERSAMA GRESIK;JL SITI FATIMAH BINTI MAJMUN GRESIK;16500000;1650000;0;1;006;;;;
FM;03;0;0011882564887;04;2018;04/04/2018;317194769619000;CV EMPAT LIMA ADVERTISING;BULAK RUKEM TIMUR 2 SURABAYA;12400000;1240000;0;1;006;;;;
FM;03;0;0021843791140;04;2018;23/04/2018;763849577616000;PT FANSGO SINERGI UTAMA;JL WONOKUSUMO LOR BLOK XI SURABAYA;31000000;3100000;0;0;006;;;;
FM;03;0;0031848342786;04;2018;12/04/2018;015686355641000;PT GRESIK JASATAMA;JL RE MARTADINATA 08 GRESIK;150652674;15065267;0;1;006;;;;
FM;03;0;0031839445146;04;2018;24/04/2018;018149245731000;KOP KOPERASI KARYAWAN ADHI LADYA;JL BARITO HILIR NO 06 TELAGA BIRU, BANJARMASIN;26000000;2600000;0;1;006;;;;
FM;01;0;0021819563510;03;2018;27/03/2018;024586323009000;PT HARBARINDO BAHARITAMA;GEDUNG NARIBA DUA JL TB SIMATUPANG NO.49 RT 007 RW 011 JAKARTA TIMUR;1500000;150000;0;1;006;;;;
FM;01;0;0031808269344;03;2018;27/03/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL PERAK BARAT NO.379 RT 002 RW 003 SURABAYA;1129880;112988;0;1;006;;;;
FM;03;0;0031800498254;03;2018;28/03/2018;018310698511000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN TANJUNG EMAS SEMARANG;JL. BORNEO NO.3, TANJUNGMAS, SEMARANG;154945824;15494582;0;1;006;;;;
FM;03;0;0011897961106;03;2018;05/03/2018;010016129093000;PT NINDYA KARYA (PERSERO);JL. LETJEN M.T.HARYONO NO.22 RT. RW. CAWANG, JAKARTA TIMUR;8782523200;878252320;0;1;006;;;;
FM;03;0;0031800498228;03;2018;21/03/2018;018310698511000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN TANJUNG EMAS SEMARANG;JL. BORNEO NO.3, TANJUNGMAS, SEMARANG;148102548;14810254;0;1;006;;;;
FM;03;0;0021882136756;03;2018;05/03/2018;713720407613000;PT PELINDO ENERGI LOGISTIK;JL. PRAPAT KURUNG UTARA NO 58 RT 002 RW 003, SURABAYA;582330398;58233040;0;1;006;;;;
FM;03;0;0021853738971;03;2018;07/03/2018;011489663504000;KOP PRIMKOPPEL;JL. COASTER NO.10 PERUM PELABUHAN III TANJUNGMAS, KOTA SEMARANG;13280000;1328000;0;0;006;;;;
FM;03;0;0021854347034;03;2018;01/03/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;19722500;1972250;0;1;006;;;;
FM;03;0;0021848597875;03;2018;14/03/2018;022072854613000;PT PELINDO DAYA SEJAHTERA;PERAK TIMUR NO.610, PERAK UTARA, SURABAYA;124000000;12400000;0;1;006;;;;
FM;03;0;0011889012646;03;2018;01/03/2018;018310698511000;KOP TENAGA KERJA BONGKAR MUAT PELABUHAN TANJUNG EMAS SEMARANG;JL. BORNEO NO.3, TANJUNGMAS, SEMARANG;217925356;21792535;0;1;006;;;;
FM;03;0;0021848597859;03;2018;08/03/2018;022072854613000;PT PELINDO DAYA SEJAHTERA;PERAK TIMUR NO.610, PERAK UTARA, SURABAYA;59000000;5900000;0;1;006;;;;
FM;03;0;0021844766168;03;2018;07/03/2018;027751320518000;CV TIGAJAYA ABADI;BERUANG DALAM TIMUR I.14 RT.001 RW.001 KALICARI, KOTA SEMARANG;800250000;80025000;0;1;006;;;;
FM;03;0;0021871055434;03;2018;22/03/2018;022990188508000;PT VASA SARWAHITA;JL. JAMBU RAYA NO.13, RT.001 RW.005 LAMOER KIDUL, SEMARANG;91028000;9102800;0;1;006;;;;
FM;01;0;0021870261133;05;2018;04/04/2018;027736248517000;PT HARTA VERA LLOYD;JL BUKIT RAYA NO 59 NGESREP SEMARANG;2691420;269142;0;1;006;;;;
FM;03;0;0031869290085;05;2018;31/05/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. Perak Barat No. 379 RT 002 RW 003, Perak Utara, Surabaya;95300000;9530000;0;1;006;;;;
FM;03;0;0031847421676;05;2018;25/05/2018;317755437713000;PT DIESELINDO PERMATA NIAGA;JL. Pasanah 48 RT 023 RW 000, Kotawaringin Barat;45495000;4549500;0;1;006;;;;
FM;03;1;0021841705345;05;2018;07/05/2018;016757049517000;CV YOGA UTAMA;JL GOMBEL PERMAI VIII/524,NGESREP ,KOTA SEMARANG;105695000;10569500;0;1;006;;;;
FM;03;0;0031849307615;05;2018;28/05/2018;022072854613000;PT PELINDO DAYA SEJAHTERA;JL PERAK TIMUR NO.610, PERAK UTARA , SURABAYA;46993600;4699360;0;1;006;;;;
FM;03;0;0031851757970;05;2018;23/05/2018;025065988046000;PT INDO TRAKTOR UTAMA;GREEN SEDAYU BIZ PARK GS1/15-17 JL RAYA CAKUNG CILINCING JAKARTA TIMUR;5225000000;522500000;0;1;006;;;;
FM;03;1;0021866825601;05;2018;25/05/2018;014899595627000;PT CAHAYA AGUNG PERDANA KARYA;JL KARANGASEM NO 5A RT 002 RW 003 BANYUWANGI;348975600;34897560;0;1;006;;;;
FM;03;0;0031869290001;05;2018;11/05/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL PERAK BARAT NO 379 RT 002 RW 003, PERAK UTARA, SURABAYA;1019115000;101911500;0;1;006;;;;
FM;03;1;0021807750505;05;2018;23/05/2018;015885072441000;PT ATRYA SWASCIPTA REKAYASA;JL PAHLAWAN NO 95 RT 001 RW 007 KOTA BANDUNG;119825000;11982500;0;1;006;;;;
FM;01;0;0031860010163;05;2018;11/05/2018;025963521643000;CV RADJA;JL. MAKMUR NO 19 A RT. 007 RW. 004 BETRO, SIDOARJO;2550000;255000;0;0;006;;;;
FM;03;0;0011898748180;05;2018;07/05/2018;010004893093000;PT BIRO KLASIFIKASI INDONESIA;JL LAKSAMANA YOS SUDARSO 38-39 JAKARTA;74650302;7465030;0;1;006;;;;
FM;01;0;0021859718149;05;2018;27/04/2018;025148909609000;CV JAWA TIMUR;JEMUR WONOSARI LEBAR NO 161-A SURABAYA;1815000;181500;0;0;006;;;;
FM;01;0;0021885299512;05;2018;12/04/2018;801746017643000;CV FICOM ABADI SEJAHTERA;GRIYA KARYA SEDATI PERMAI BLOK AB NO 05, SEDATIGEDE, KAB SIDOARJO;5750000;575000;0;0;006;;;;
FM;01;0;0021868158037;05;2018;24/04/2018;716816947613000;PT PELINDO PROPERTI INDONESIA;PERAK BARAT NO 378 RT.002 RW.003, SURABAYA;7468000;746800;0;1;006;;;;
FM;01;0;0021885299514;05;2018;02/05/2018;801746017643000;CV FICOM ABADI SEJAHTERA;GRIYA KARYA SEDATI PERMAI BLOK AB NO 05, SEDATIGEDE, KAB SIDOARJO;8400000;840000;0;1;006;;;;
FM;01;0;0031860010161;05;2018;11/05/2018;025963521643000;CV RADJA;JL. MAKMUR NO 19 A RT.007 RW.004, BETRO, SIDOARJO;5600000;560000;0;0;006;;;;
FM;03;0;0031849307592;05;2018;17/05/2018;022072854613000;PT PELINDO DAYA SEJAHTERA;PERAK TIMUR NO. 610, PERAK UTARA , SURABAYA;343200000;34320000;0;0;006;;;;
FM;03;0;0021806973257;05;2018;04/05/2018;019010669038000;PERSEK KAP AMIR ABADI JUSUF, ARYANTO, MAWAR & REKAN;GD PLAZA ABDA LT 10-11 JL. JEND SUDIRMAN KAV 59 JAKARTA SELATAN;412000000;41200000;0;1;006;;;;
FM;03;0;0021833049093;05;2018;05/05/2018;013042197073000;PT BINAMAN UTAMA;JL MENTENG RAYA NO 9, KEBON SIRIH, JAKARTA PUSAT;46000000;4600000;0;1;006;;;;
FM;03;1;0021834480755;05;2018;17/05/2018;020418687062000;ASSEGAF HAMZAH & PARTNERS;GD CAPITAL PLACE LT 36-37 JL JEND GATOT SUBROTO KAV 18 JAKARTA SELATAN;640537000;64053700;0;1;006;;;;
FM;03;1;0021878446352;05;2018;01/05/2018;014686950614000;CV VARIA USAHA;JL. PETEMON IV NO 182-A PETEMON SURABAYA;97050000;9705000;0;1;006;;;;
FM;03;0;0031862075459;05;2018;02/05/2018;019556638038000;PT BASELINDO CIPTA DINAMIKA;JL PANJANG RAYA NO.17 KEDOYA SELATAN, JAKARTA BARAT;13720000;1372000;0;1;006;;;;
FM;03;0;0031848342838;05;2018;15/05/2018;015686355641000;PT GRESIK JASATAMA;JL RE MARTADINATA 08, KEBUNGSON;191114704;19111470;0;1;006;;;;
FM;03;0;0031848342837;05;2018;15/05/2018;015686355641000;PT GRESIK JASATAMA;JL RE MARTADINATA 08, KEBUNGSON;186493405;18649340;0;1;006;;;;
FM;03;0;0031848342835;05;2018;15/05/2018;015686355641000;PT GRESIK JASATAMA;JL RE MARTADINATA 08, KEBUNGSON;136626824;13662682;0;1;006;;;;
FM;03;0;0031848342845;05;2018;24/05/2018;015686355641000;PT GRESIK JASATAMA;JL RE MARTADINATA 08, KEBUNGSON;8253619;825361;0;1;006;;;;
FM;03;0;0021832166653;05;2018;09/05/2018;211336409619000;CV KURNIA JAYA ABADI;JL LEO 7, RT 06/06, SURABAYA;115000000;11500000;0;1;006;;;;
FM;03;0;0021843791141;05;2018;04/05/2018;763849577616000;PT FANSGO SINERGI UTAMA;JL WONOKUSUMO LOR BLOK XI NO 54, WONOKUSUMO;31000000;3100000;0;0;006;;;;
FM;03;1;0031848342826;05;2018;06/06/2018;015686355641000;PT GRESIK JASATAMA;JL RE MARTADINATA 08, KEBUNGSON;186269017;18626901;0;1;006;;;;
FM;03;0;0021822431741;05;2018;07/05/2018;314233719612000;PT PILAR LINTANG PRATAMA;JL BETON I NO. 10, PONGANGAN INDAH, GRESIK;556624000;55662400;0;1;006;;;;
FM;03;0;0031848342869;05;2018;31/05/2018;015686355641000;PT GRESIK JASATAMA;JL RE MARTADINATA 08, KEBUNGSON;186619670;18661967;0;1;006;;;;
FM;03;0;0031848342859;05;2018;25/05/2018;015686355641000;PT GRESIK JASATAMA;JL RE MARTADINATA 08, KEBUNGSON;13337326;1333732;0;1;006;;;;
FM;03;0;0031869290068;05;2018;31/05/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL PERAK BARAT NO 379, PERAK UTARA;95208334;9520833;0;1;006;;;;
FM;03;0;0031846983805;05;2018;24/05/2018;707579751645000;CV DWI ANUGRAH JAYA;JL RAJAWALI NO. 34, KEPUHKIRIMAN;12675000;1267500;0;1;006;;;;
FM;03;0;0031848342867;05;2018;25/05/2018;015686355641000;PT GRESIK JASATAMA;JL RE MARTADINATA 08, KEBUNGSON;129765624;12976562;0;1;006;;;;
FM;03;0;0021855690340;05;2018;21/05/2018;700955768643000;PT SIGMA REKATAMA CONSULINDO;DSN GLAGAH MASJID RT 002/002, GLAGAH;64400000;6440000;0;1;006;;;;
FM;03;0;0031869290060;05;2018;29/05/2018;744936618613000;PT BERKAH INDUSTRI MESIN ANGKAT;JL. PERAK BARAT NO.379 RT.002 RW 003, PERAK UTARA, SURABAYA;11081339;1108134;0;1;006;;;;
FM;01;0;0021871224438;05;2018;27/03/2018;062425590903000;SUWARDHANA IDA BAGUS;JL KEJANTI NO. 58 KESIMAN DENPASAR;907000;90700;0;1;006;;;;
